book	status2	status	PARAGON	tok_length		ParagonURI	local_path
0576AbuTahirSilafi.AhadithCanJacfarSarraj	pri	pri	z	6726		z	../data/0576AbuTahirSilafi/0576AbuTahirSilafi.AhadithCanJacfarSarraj/0576AbuTahirSilafi.AhadithCanJacfarSarraj.Shamela0030240-ara1
0616MuhibbDinCukbari.IcrabLamiyatShanfara	pri	pri	z	6721		z	../data/0616MuhibbDinCukbari/0616MuhibbDinCukbari.IcrabLamiyatShanfara/0616MuhibbDinCukbari.IcrabLamiyatShanfara.JK001129-ara1
0329AbuBakrIbnBahlul.Amali	pri	pri	z	6720		z	../data/0329AbuBakrIbnBahlul/0329AbuBakrIbnBahlul.Amali/0329AbuBakrIbnBahlul.Amali.ShamAY0032779-ara1
1299IbnSibghatAllahFasihDinHaydari.NukatShanica	pri	pri	z	6710		z	../data/1299IbnSibghatAllahFasihDinHaydari/1299IbnSibghatAllahFasihDinHaydari.NukatShanica/1299IbnSibghatAllahFasihDinHaydari.NukatShanica.Shamela0036081-ara1
0427IbnCaliShahrazuri.Hadith	pri	pri	z	6705		z	../data/0427IbnCaliShahrazuri/0427IbnCaliShahrazuri.Hadith/0427IbnCaliShahrazuri.Hadith.Shamela0021691-ara1
0413ShaykhMufid.NukatIctiqadiyya	pri	pri	z	6702		z	../data/0413ShaykhMufid/0413ShaykhMufid.NukatIctiqadiyya/0413ShaykhMufid.NukatIctiqadiyya.Zaydiyya0000308-ara1
0353IbnAbiCaqabHamadani.Fawaid	pri	pri	z	6701		z	../data/0353IbnAbiCaqabHamadani/0353IbnAbiCaqabHamadani.Fawaid/0353IbnAbiCaqabHamadani.Fawaid.ShamAY0032749-ara1
0761JamalDinIbnHisham.MasailSafariyya	pri	pri	z	6697		z	../data/0761JamalDinIbnHisham/0761JamalDinIbnHisham.MasailSafariyya/0761JamalDinIbnHisham.MasailSafariyya.JK006709-ara1
0643IbnSalahShahrazuri.AhadithFiFadlIskandariyyaWaCasqalan	pri	pri	z	6691		z	../data/0643IbnSalahShahrazuri/0643IbnSalahShahrazuri.AhadithFiFadlIskandariyyaWaCasqalan/0643IbnSalahShahrazuri.AhadithFiFadlIskandariyyaWaCasqalan.Shamela0030242-ara1
1162CabdRahmanBalfaqih.ArbacunHadith	pri	pri	z	6675		z	../data/1162CabdRahmanBalfaqih/1162CabdRahmanBalfaqih.ArbacunHadith/1162CabdRahmanBalfaqih.ArbacunHadith.ShamAY0033541-ara1
0344IbnSammak.Amali	pri	pri	z	6669		z	../data/0344IbnSammak/0344IbnSammak.Amali/0344IbnSammak.Amali.Shamela0029863-ara1
0678IbnAhmadCizzDinMuqaddasi.KashfAsrar	pri	pri	z	6657		z	../data/0678IbnAhmadCizzDinMuqaddasi/0678IbnAhmadCizzDinMuqaddasi.KashfAsrar/0678IbnAhmadCizzDinMuqaddasi.KashfAsrar.Shamela0031379-ara1
1393IbrahimAbuYaqzan.HikmatTashricIslami	pri	pri	z	6654		z	../data/1393IbrahimAbuYaqzan/1393IbrahimAbuYaqzan.HikmatTashricIslami/1393IbrahimAbuYaqzan.HikmatTashricIslami.ShamIbadiyya0000399-ara1
1304CabdHayyLaknawi.KhayrKhabr	pri	pri	z	6652		z	../data/1304CabdHayyLaknawi/1304CabdHayyLaknawi.KhayrKhabr/1304CabdHayyLaknawi.KhayrKhabr.ShamAY0036020-ara1
0536IbnCarif.MahasinMajalis	pri	pri	z	6630		z	../data/0536IbnCarif/0536IbnCarif.MahasinMajalis/0536IbnCarif.MahasinMajalis.Kraken22021817402402-ara1
0728IbnTaymiyya.FadlAbiBakr	pri	pri	z	6623		z	../data/0728IbnTaymiyya/0728IbnTaymiyya.FadlAbiBakr/0728IbnTaymiyya.FadlAbiBakr.Shamela0022808-ara1
0300IbnKhurdadhbih.MukhtarMinKitabLahw	pri	pri	z	6613		z	../data/0300IbnKhurdadhbih/0300IbnKhurdadhbih.MukhtarMinKitabLahw/0300IbnKhurdadhbih.MukhtarMinKitabLahw.Shamela0000785-ara1.completed
0429AbuMansurThacalibi.DurarHikam	pri	pri	z	6612		z	../data/0429AbuMansurThacalibi/0429AbuMansurThacalibi.DurarHikam/0429AbuMansurThacalibi.DurarHikam.Shamela0001399-ara1.mARkdown
0316IbnAbiDawudSijistani.Bacth	pri	pri	z	6605		z	../data/0316IbnAbiDawudSijistani/0316IbnAbiDawudSijistani.Bacth/0316IbnAbiDawudSijistani.Bacth.JK011319-ara1
0385Daraqutni.FawaidAfrad	pri	pri	z	6604		z	../data/0385Daraqutni/0385Daraqutni.FawaidAfrad/0385Daraqutni.FawaidAfrad.Shamela0008338-ara1.completed
0734IbnSayyidNas.AhadithCawal	pri	pri	z	6599		z	../data/0734IbnSayyidNas/0734IbnSayyidNas.AhadithCawal/0734IbnSayyidNas.AhadithCawal.ShamAY0033538-ara1
1200IbnAhmadSafiDinBukhari.Carus	pri	pri	z	6596		z	../data/1200IbnAhmadSafiDinBukhari/1200IbnAhmadSafiDinBukhari.Carus/1200IbnAhmadSafiDinBukhari.Carus.Sham19Y0017797-ara1
0914SarimDinIbnWazir.MukhtasarFiCulumHadith	pri	pri	z	6592		z	../data/0914SarimDinIbnWazir/0914SarimDinIbnWazir.MukhtasarFiCulumHadith/0914SarimDinIbnWazir.MukhtasarFiCulumHadith.Zaydiyya0000470-ara1
0240CabdSamadIbnMucadhdhal.Diwan	pri	pri	literature: poetry	6589	1	0000Paragon.ShicrCabbasi	../data/0240CabdSamadIbnMucadhdhal/0240CabdSamadIbnMucadhdhal.Diwan/0240CabdSamadIbnMucadhdhal.Diwan.JK007619-ara1
0380Khalidiyyan.Diwan	pri	pri	z	6589		z	../data/0380Khalidiyyan/0380Khalidiyyan.Diwan/0380Khalidiyyan.Diwan.ShamAY0037826-ara1
0795IbnRajabHanbali.HikamJadiraBiIdhaca	pri	pri	z	6558		z	../data/0795IbnRajabHanbali/0795IbnRajabHanbali.HikamJadiraBiIdhaca/0795IbnRajabHanbali.HikamJadiraBiIdhaca.Shamela0026141-ara1
0581AbuMusaMadini.NuzhatHuffaz	pri	pri	z	6556		z	../data/0581AbuMusaMadini/0581AbuMusaMadini.NuzhatHuffaz/0581AbuMusaMadini.NuzhatHuffaz.Shamela0005995-ara1
0711IbnIbrahimCimadDinWasiti.MiftahMacrifaWaCibada	pri	pri	z	6548		z	../data/0711IbnIbrahimCimadDinWasiti/0711IbnIbrahimCimadDinWasiti.MiftahMacrifaWaCibada/0711IbnIbrahimCimadDinWasiti.MiftahMacrifaWaCibada.LMN20200825-ara1.mARkdown
0676Nawawi.DaqaiqMinhaj	pri	pri	z	6538		z	../data/0676Nawawi/0676Nawawi.DaqaiqMinhaj/0676Nawawi.DaqaiqMinhaj.JK001014-ara1
0204IbnKalbi.Asnam	pri	pri	z	6535		z	../data/0204IbnKalbi/0204IbnKalbi.Asnam/0204IbnKalbi.Asnam.JK007059-ara1
0860ShihabUbbadhi.HududFiCilmNahw	pri	pri	z	6534		z	../data/0860ShihabUbbadhi/0860ShihabUbbadhi.HududFiCilmNahw/0860ShihabUbbadhi.HududFiCilmNahw.Shamela0010340-ara1
0510AbuBakrShirazi.MacaliSihah	pri	pri	z	6519		z	../data/0510AbuBakrShirazi/0510AbuBakrShirazi.MacaliSihah/0510AbuBakrShirazi.MacaliSihah.ShamAY0032842-ara1
0636IbnYusufBirzaliIshbili.SulukTariqSalaf	pri	pri	z	6517		z	../data/0636IbnYusufBirzaliIshbili/0636IbnYusufBirzaliIshbili.SulukTariqSalaf/0636IbnYusufBirzaliIshbili.SulukTariqSalaf.Shamela0026560-ara1
0350MuhammadIbnIbrahim.Fawaid	pri	pri	z	6506		z	../data/0350MuhammadIbnIbrahim/0350MuhammadIbnIbrahim.Fawaid/0350MuhammadIbnIbrahim.Fawaid.ShamAY0032784-ara1
0911Suyuti.FadlThughrIskandariyya	pri	pri	z	6500		z	../data/0911Suyuti/0911Suyuti.FadlThughrIskandariyya/0911Suyuti.FadlThughrIskandariyya.Shamela0011797-ara1
0508NasibAbuQasim.Fawaid	pri	pri	z	6491		z	../data/0508NasibAbuQasim/0508NasibAbuQasim.Fawaid/0508NasibAbuQasim.Fawaid.ShamAY0032970-ara1
0265SacdanIbnNasr.MuntaqaMinHadithSacdan	pri	pri	z	6488		z	../data/0265SacdanIbnNasr/0265SacdanIbnNasr.MuntaqaMinHadithSacdan/0265SacdanIbnNasr.MuntaqaMinHadithSacdan.ShamAY0035222-ara1
1256NasirCabdAllah.AnmudhajKhatir	pri	pri	z	6474		z	../data/1256NasirCabdAllah/1256NasirCabdAllah.AnmudhajKhatir/1256NasirCabdAllah.AnmudhajKhatir.Zaydiyya0000001-ara1
0620IbnQudamaMaqdisi.DhammTawil	pri	pri	z	6468		z	../data/0620IbnQudamaMaqdisi/0620IbnQudamaMaqdisi.DhammTawil/0620IbnQudamaMaqdisi.DhammTawil.JK000335-ara1
0348IbnSalmanNajjad.RaddCalaManYaqulQuranMakhluq	pri	pri	z	6465		0000Paragon.CaqaidRudud	../data/0348IbnSalmanNajjad/0348IbnSalmanNajjad.RaddCalaManYaqulQuranMakhluq/0348IbnSalmanNajjad.RaddCalaManYaqulQuranMakhluq.Shamela0006415-ara1
0246IbnCumarDuri.JuzFihiQiraat	pri	pri	z	6464		z	../data/0246IbnCumarDuri/0246IbnCumarDuri.JuzFihiQiraat/0246IbnCumarDuri.JuzFihiQiraat.JK001122-ara1
0463KhatibBaghdadi.HadithSittaMinTabicin	pri	pri	z	6460		z	../data/0463KhatibBaghdadi/0463KhatibBaghdadi.HadithSittaMinTabicin/0463KhatibBaghdadi.HadithSittaMinTabicin.Shia002161-ara1
0821AbuShamilShumuni.Ijaza	pri	pri	z	6437		z	../data/0821AbuShamilShumuni/0821AbuShamilShumuni.Ijaza/0821AbuShamilShumuni.Ijaza.ShamAY0033535-ara1
0841BurhanDinSibtIbnCajami.TabyinLiAsma	pri	pri	z	6435		z	../data/0841BurhanDinSibtIbnCajami/0841BurhanDinSibtIbnCajami.TabyinLiAsma/0841BurhanDinSibtIbnCajami.TabyinLiAsma.Shamela0001187-ara1.completed
0911Suyuti.MuhadhdhabFimaWaqaca	pri	pri	z	6435		z	../data/0911Suyuti/0911Suyuti.MuhadhdhabFimaWaqaca/0911Suyuti.MuhadhdhabFimaWaqaca.ShamAY0034093-ara1
0381IbnBabawayhSaduq.SifatShica	pri	pri	z	6434		z	../data/0381IbnBabawayhSaduq/0381IbnBabawayhSaduq.SifatShica/0381IbnBabawayhSaduq.SifatShica.Shia001139-ara1.completed
0281IbnAbiDunya.MakaidShaytan	pri	pri	z	6432		z	../data/0281IbnAbiDunya/0281IbnAbiDunya.MakaidShaytan/0281IbnAbiDunya.MakaidShaytan.Shamela0008061-ara1.mARkdown
0345IbnCabdWahidGhulamThaclab.CasharatFiGharibLugha	pri	pri	z	6422		z	../data/0345IbnCabdWahidGhulamThaclab/0345IbnCabdWahidGhulamThaclab.CasharatFiGharibLugha/0345IbnCabdWahidGhulamThaclab.CasharatFiGharibLugha.JK000960-ara1
0443IbnCaliBasri.HadithMalik	pri	pri	z	6422		z	../data/0443IbnCaliBasri/0443IbnCaliBasri.HadithMalik/0443IbnCaliBasri.HadithMalik.Shamela0021696-ara1
0684IbnHazimQartajanni.BaqiMinKitabQawafi	pri	pri	z	6413		z	../data/0684IbnHazimQartajanni/0684IbnHazimQartajanni.BaqiMinKitabQawafi/0684IbnHazimQartajanni.BaqiMinKitabQawafi.Kraken22021606123101-ara1
0360AbuBakrAjurri.AkhbarAbiHafs	pri	pri	z	6409		z	../data/0360AbuBakrAjurri/0360AbuBakrAjurri.AkhbarAbiHafs/0360AbuBakrAjurri.AkhbarAbiHafs.Shamela0006650-ara1
0259HunaynIbnIshaq.AbuqratFiTadbirAmrad	pri	pri	z	6408		z	../data/0259HunaynIbnIshaq/0259HunaynIbnIshaq.AbuqratFiTadbirAmrad/0259HunaynIbnIshaq.AbuqratFiTadbirAmrad.GRAR000090-ara1
0909IbnMabrid.MasalaFiTawhid	pri	pri	z	6402		z	../data/0909IbnMabrid/0909IbnMabrid.MasalaFiTawhid/0909IbnMabrid.MasalaFiTawhid.ShamAY0033872-ara1
0110Farazdaq.Diwan	pri	pri	literature: poetry	6400	1	0000Paragon.ShicrUmawi	../data/0110Farazdaq/0110Farazdaq.Diwan/0110Farazdaq.Diwan.ShamAY0037829-ara1
0496IbnBahijAndalusi.QasidaWadahiyya	pri	pri	z	6397		z	../data/0496IbnBahijAndalusi/0496IbnBahijAndalusi.QasidaWadahiyya/0496IbnBahijAndalusi.QasidaWadahiyya.Sham19Y0017861-ara1
0549CabdKhaliqShahhami.Arbacun	pri	pri	z	6395		z	../data/0549CabdKhaliqShahhami/0549CabdKhaliqShahhami.Arbacun/0549CabdKhaliqShahhami.Arbacun.ShamAY0033549-ara1
0398IbnHarunDabbi.Amali	pri	pri	z	6385		z	../data/0398IbnHarunDabbi/0398IbnHarunDabbi.Amali/0398IbnHarunDabbi.Amali.ShamAY0032899-ara1
0482AbuIshaqHabbal.WafayatMisriyyin	pri	pri	z	6383		z	../data/0482AbuIshaqHabbal/0482AbuIshaqHabbal.WafayatMisriyyin/0482AbuIshaqHabbal.WafayatMisriyyin.JK000712-ara1.completed
0309IbnMarzuban.DhammThuqala	pri	pri	z	6375		z	../data/0309IbnMarzuban/0309IbnMarzuban.DhammThuqala/0309IbnMarzuban.DhammThuqala.Shamela0006769-ara1.completed
0231IbnZiyadAcrabi.AsmaKhayl	pri	pri	z	6366		z	../data/0231IbnZiyadAcrabi/0231IbnZiyadAcrabi.AsmaKhayl/0231IbnZiyadAcrabi.AsmaKhayl.Shamela0000770-ara1
1450Anonymous.TuhfatWalhan	pri	pri	z	6356		z	../data/1450Anonymous/1450Anonymous.TuhfatWalhan/1450Anonymous.TuhfatWalhan.Zaydiyya0000233-ara1
0505Ghazali.AsnafMaghrurin	pri	pri	z	6348		z	../data/0505Ghazali/0505Ghazali.AsnafMaghrurin/0505Ghazali.AsnafMaghrurin.JK010255-ara1
0774IbnRaficSallami.MashyakhatBayani	pri	pri	z	6343		z	../data/0774IbnRaficSallami/0774IbnRaficSallami.MashyakhatBayani/0774IbnRaficSallami.MashyakhatBayani.Shamela0027103-ara1.completed
0643DiyaDinMuqaddasi.CawaliAsanid	pri	pri	z	6340		z	../data/0643DiyaDinMuqaddasi/0643DiyaDinMuqaddasi.CawaliAsanid/0643DiyaDinMuqaddasi.CawaliAsanid.ShamAY0032903-ara1
0972IbnCaliKarakiCamili.AtaibKalam	pri	pri	z	6332		z	../data/0972IbnCaliKarakiCamili/0972IbnCaliKarakiCamili.AtaibKalam/0972IbnCaliKarakiCamili.AtaibKalam.Shia004624-ara1
0255Jahiz.MacadWaMacash	pri	pri	z	6315		z	../data/0255Jahiz/0255Jahiz.MacadWaMacash/0255Jahiz.MacadWaMacash.Shamela0010709BK1-ara2.mARkdown
0456IbnHazm.AsmaKhulafa	pri	pri	z	6314		z	../data/0456IbnHazm/0456IbnHazm.AsmaKhulafa/0456IbnHazm.AsmaKhulafa.JK009356-ara1.completed
0748Dhahabi.ManaqibAbiHanifa	pri	pri	z	6308		z	../data/0748Dhahabi/0748Dhahabi.ManaqibAbiHanifa/0748Dhahabi.ManaqibAbiHanifa.Shamela0010461BK1-ara1.mARkdown
0728IbnTaymiyya.RisalaFiCilmQiraat	pri	pri	z	6305		z	../data/0728IbnTaymiyya/0728IbnTaymiyya.RisalaFiCilmQiraat/0728IbnTaymiyya.RisalaFiCilmQiraat.ShamAY0034398-ara1
1284QasimiDimashqi.TacliqLatif	pri	pri	z	6297		z	../data/1284QasimiDimashqi/1284QasimiDimashqi.TacliqLatif/1284QasimiDimashqi.TacliqLatif.Sham19Y0017741-ara1
0303Nasai.Jumca	pri	pri	z	6285		z	../data/0303Nasai/0303Nasai.Jumca/0303Nasai.Jumca.Shamela0021577-ara1.mARkdown
0795IbnRajabHanbali.FadlCilmSalaf	pri	pri	z	6281		z	../data/0795IbnRajabHanbali/0795IbnRajabHanbali.FadlCilmSalaf/0795IbnRajabHanbali.FadlCilmSalaf.ShamAY0038626-ara1
0500Anonymous.Cazama	pri	pri	z	6278		z	../data/0500Anonymous/0500Anonymous.Cazama/0500Anonymous.Cazama.Kraken21090100-ara1
0204IbnKalbi.AnsabKhayl	pri	pri	z	6277		z	../data/0204IbnKalbi/0204IbnKalbi.AnsabKhayl/0204IbnKalbi.AnsabKhayl.Shamela0009249-ara1.mARkdown
1450BashirJawadQaysi.RayIbnTaymiyyaFiTafasir	pri	pri	z	6275		z	../data/1450BashirJawadQaysi/1450BashirJawadQaysi.RayIbnTaymiyyaFiTafasir/1450BashirJawadQaysi.RayIbnTaymiyyaFiTafasir.ShamAY0034376-ara1
0257IbnCarafaCabdi.Juz	pri	pri	z	6257		z	../data/0257IbnCarafaCabdi/0257IbnCarafaCabdi.Juz/0257IbnCarafaCabdi.Juz.Shamela0009313-ara1
0643DiyaDinMuqaddasi.Ahwal	pri	pri	z	6254		z	../data/0643DiyaDinMuqaddasi/0643DiyaDinMuqaddasi.Ahwal/0643DiyaDinMuqaddasi.Ahwal.ShamAY0034572-ara1
0255Jahiz.MufakharatJawari	pri	pri	z	6248		z	../data/0255Jahiz/0255Jahiz.MufakharatJawari/0255Jahiz.MufakharatJawari.Shamela0010670BK5-ara2.mARkdown
0212IbnMusaQurashi.Zuhd	pri	pri	z	6243		z	../data/0212IbnMusaQurashi/0212IbnMusaQurashi.Zuhd/0212IbnMusaQurashi.Zuhd.Shamela0000263-ara1
0300CisaIbnYahya.JalinusFiTimaus	pri	pri	z	6242		z	../data/0300CisaIbnYahya/0300CisaIbnYahya.JalinusFiTimaus/0300CisaIbnYahya.JalinusFiTimaus.GRAR000079-ara1
0728IbnTaymiyya.MunazaraMacaRifaciyya	pri	pri	z	6235		z	../data/0728IbnTaymiyya/0728IbnTaymiyya.MunazaraMacaRifaciyya/0728IbnTaymiyya.MunazaraMacaRifaciyya.ShamAY0034380-ara1
0621IbnSirma.Arbacun	pri	pri	z	6228		z	../data/0621IbnSirma/0621IbnSirma.Arbacun/0621IbnSirma.Arbacun.ShamAY0032837-ara1
0026KacbIbnZuhayr.Diwan	pri	pri	z	6212		z	../data/0026KacbIbnZuhayr/0026KacbIbnZuhayr.Diwan/0026KacbIbnZuhayr.Diwan.JK007537-ara1
1332NurDinSalimi.LamcaMurdiyya	pri	pri	z	6211		z	../data/1332NurDinSalimi/1332NurDinSalimi.LamcaMurdiyya/1332NurDinSalimi.LamcaMurdiyya.ShamIbadiyya0000233-ara1
1182IbnIsmacilSancani.RisalaLatifa	pri	pri	z	6196		z	../data/1182IbnIsmacilSancani/1182IbnIsmacilSancani.RisalaLatifa/1182IbnIsmacilSancani.RisalaLatifa.Sham19Y0017848-ara1
0926ZakariyyaAnsari.LuluNazim	pri	pri	z	6189		z	../data/0926ZakariyyaAnsari/0926ZakariyyaAnsari.LuluNazim/0926ZakariyyaAnsari.LuluNazim.ShamAY0036162-ara1
0597IbnJawzi.TarikhBaytMuqaddas	pri	pri	z	6188		z	../data/0597IbnJawzi/0597IbnJawzi.TarikhBaytMuqaddas/0597IbnJawzi.TarikhBaytMuqaddas.Shamela0010927-ara1.completed
0327AbuBakrKharaiti.FadilatShukr	pri	pri	z	6181		z	../data/0327AbuBakrKharaiti/0327AbuBakrKharaiti.FadilatShukr/0327AbuBakrKharaiti.FadilatShukr.Shamela0013140-ara1
0273AbuMacsharBalkhi.MukhtasarMudkhal	pri	pri	z	6180		z	../data/0273AbuMacsharBalkhi/0273AbuMacsharBalkhi.MukhtasarMudkhal/0273AbuMacsharBalkhi.MukhtasarMudkhal.ALCorpus00014-ara1
0232CisaIbnSacidShashi.Hadith	pri	pri	z	6171		z	../data/0232CisaIbnSacidShashi/0232CisaIbnSacidShashi.Hadith/0232CisaIbnSacidShashi.Hadith.ShamAY0033604-ara1
0761IbnKaykaldiCalai.NaqdSahih	pri	pri	z	6170		z	../data/0761IbnKaykaldiCalai/0761IbnKaykaldiCalai.NaqdSahih/0761IbnKaykaldiCalai.NaqdSahih.Shamela0008602-ara1
0146MajacaIbnZubayr.MinHadith	pri	pri	z	6161		z	../data/0146MajacaIbnZubayr/0146MajacaIbnZubayr.MinHadith/0146MajacaIbnZubayr.MinHadith.Shamela0026745-ara1
0345IbnCabbasBazzaz.HadithShucba	pri	pri	z	6156		z	../data/0345IbnCabbasBazzaz/0345IbnCabbasBazzaz.HadithShucba/0345IbnCabbasBazzaz.HadithShucba.Shamela0021638-ara1
0378IbnSalihQahtani.QasidaNuniyya	pri	pri	z	6148		z	../data/0378IbnSalihQahtani/0378IbnSalihQahtani.QasidaNuniyya/0378IbnSalihQahtani.QasidaNuniyya.Shamela0007533-ara1
0360Tabarani.ZiyadatFiJudWaSakha	pri	pri	z	6147		z	../data/0360Tabarani/0360Tabarani.ZiyadatFiJudWaSakha/0360Tabarani.ZiyadatFiJudWaSakha.Shamela0026743-ara1
0579AbuFathKhiraqi.Fawaid	pri	pri	z	6137		z	../data/0579AbuFathKhiraqi/0579AbuFathKhiraqi.Fawaid/0579AbuFathKhiraqi.Fawaid.ShamAY0032766-ara1
0930IbnCumarBahraqHadrami.TalkhisKitabTacrif	pri	pri	z	6136		z	../data/0930IbnCumarBahraqHadrami/0930IbnCumarBahraqHadrami.TalkhisKitabTacrif/0930IbnCumarBahraqHadrami.TalkhisKitabTacrif.ShamAY0036835-ara1
0415QadiCabdJabbar.SharhSahibIbnCabbad	pri	pri	z	6130		z	../data/0415QadiCabdJabbar/0415QadiCabdJabbar.SharhSahibIbnCabbad/0415QadiCabdJabbar.SharhSahibIbnCabbad.JMIHE02-ara1.mARkdown
0235IbnAbiShayba.KhalqAdamWaWiladatNabi	pri	pri	z	6126		z	../data/0235IbnAbiShayba/0235IbnAbiShayba.KhalqAdamWaWiladatNabi/0235IbnAbiShayba.KhalqAdamWaWiladatNabi.ShamAY0032908-ara1
0330IbnIsmacilMahamili.Duca	pri	pri	z	6126		z	../data/0330IbnIsmacilMahamili/0330IbnIsmacilMahamili.Duca/0330IbnIsmacilMahamili.Duca.ShamAY0033680-ara1
0281AbuCamrHilalRaqqi.HadithZaydIbnAbiAnisa	pri	pri	z	6117		z	../data/0281AbuCamrHilalRaqqi/0281AbuCamrHilalRaqqi.HadithZaydIbnAbiAnisa/0281AbuCamrHilalRaqqi.HadithZaydIbnAbiAnisa.ShamAY0032851-ara1
1205MurtadaZabidi.IdahMadarik	pri	pri	z	6116		z	../data/1205MurtadaZabidi/1205MurtadaZabidi.IdahMadarik/1205MurtadaZabidi.IdahMadarik.Sham19Y0013995-ara1
0471AbuQasimZanjani.Fawaid	pri	pri	z	6112		z	../data/0471AbuQasimZanjani/0471AbuQasimZanjani.Fawaid/0471AbuQasimZanjani.Fawaid.ShamAY0033712-ara1
0748Dhahabi.DhikrFiJarh	pri	pri	z	6104		z	../data/0748Dhahabi/0748Dhahabi.DhikrFiJarh/0748Dhahabi.DhikrFiJarh.Shamela0026112-ara1
0660IbnCadim.Darari	pri	pri	z	6095		z	../data/0660IbnCadim/0660IbnCadim.Darari/0660IbnCadim.Darari.Shamela0007326-ara1
0191IbnQasimMisri.MajalisIbnQasim	pri	pri	z	6087		z	../data/0191IbnQasimMisri/0191IbnQasimMisri.MajalisIbnQasim/0191IbnQasimMisri.MajalisIbnQasim.Shamela0096602-ara1
0184AbuIshaqZuhri.JuzMinNuskha	pri	pri	z	6067		z	../data/0184AbuIshaqZuhri/0184AbuIshaqZuhri.JuzMinNuskha/0184AbuIshaqZuhri.JuzMinNuskha.Shamela0009412-ara1
0899ZarruqShihabDinFasi.UrjuzaCuyubNafs	pri	pri	z	6060		z	../data/0899ZarruqShihabDinFasi/0899ZarruqShihabDinFasi.UrjuzaCuyubNafs/0899ZarruqShihabDinFasi.UrjuzaCuyubNafs.eScr21011310-ara1
0235IbnAbiShayba.Iman	pri	pri	z	6059		z	../data/0235IbnAbiShayba/0235IbnAbiShayba.Iman/0235IbnAbiShayba.Iman.Shamela0007767-ara1
0597IbnJawzi.Manthur	pri	pri	z	6052		z	../data/0597IbnJawzi/0597IbnJawzi.Manthur/0597IbnJawzi.Manthur.JK010180-ara1
0565IbnMuhammadAbuBakrBaghdadi.Mashyakha	pri	pri	z	6049		z	../data/0565IbnMuhammadAbuBakrBaghdadi/0565IbnMuhammadAbuBakrBaghdadi.Mashyakha/0565IbnMuhammadAbuBakrBaghdadi.Mashyakha.Shamela0026665-ara1.completed
0953IbnTulun.TashyidIkhtiyar	pri	pri	z	6028		z	../data/0953IbnTulun/0953IbnTulun.TashyidIkhtiyar/0953IbnTulun.TashyidIkhtiyar.Sham19Y0016897-ara1
0852IbnHajarCasqalani.TacrifAhlTaqdis	pri	pri	z	6027		z	../data/0852IbnHajarCasqalani/0852IbnHajarCasqalani.TacrifAhlTaqdis/0852IbnHajarCasqalani.TacrifAhlTaqdis.Shia003340BK1-ara1.mARkdown
0228AbuJahmBahili.Juz	pri	pri	z	6012		z	../data/0228AbuJahmBahili/0228AbuJahmBahili.Juz/0228AbuJahmBahili.Juz.Shamela0009088-ara1
0265IbnHarbMawsili.HadithSufyanIbnCuyayna	pri	pri	z	5995		z	../data/0265IbnHarbMawsili/0265IbnHarbMawsili.HadithSufyanIbnCuyayna/0265IbnHarbMawsili.HadithSufyanIbnCuyayna.Shamela0029708-ara1
0311IbnBajirBajiri.FadailQuran	pri	pri	z	5986		z	../data/0311IbnBajirBajiri/0311IbnBajirBajiri.FadailQuran/0311IbnBajirBajiri.FadailQuran.ShamAY0033630-ara1
0600CabdGhaniMuqaddasi.Tawakkul	pri	pri	z	5982		z	../data/0600CabdGhaniMuqaddasi/0600CabdGhaniMuqaddasi.Tawakkul/0600CabdGhaniMuqaddasi.Tawakkul.Shamela0010482-ara1
1334NajmDinTabasi.Rajca	pri	pri	z	5982		z	../data/1334NajmDinTabasi/1334NajmDinTabasi.Rajca/1334NajmDinTabasi.Rajca.Shia004055-ara1
0395IbnMandahMuhammad.RisalaFiFadlAkhbar	pri	pri	z	5977		z	../data/0395IbnMandahMuhammad/0395IbnMandahMuhammad.RisalaFiFadlAkhbar/0395IbnMandahMuhammad.RisalaFiFadlAkhbar.JK000714-ara1
0363IbnHusaynSijistani.ManaqibShafici	pri	pri	z	5964		z	../data/0363IbnHusaynSijistani/0363IbnHusaynSijistani.ManaqibShafici/0363IbnHusaynSijistani.ManaqibShafici.Shamela0026768-ara1
0294IbnHarunBazzaz.Fawaid	pri	pri	z	5956		z	../data/0294IbnHarunBazzaz/0294IbnHarunBazzaz.Fawaid/0294IbnHarunBazzaz.Fawaid.ShamAY0033671-ara1
0409CabdGhaniAzdi.Mutawarin	pri	pri	z	5954		z	../data/0409CabdGhaniAzdi/0409CabdGhaniAzdi.Mutawarin/0409CabdGhaniAzdi.Mutawarin.Shia003486-ara1
0273AbuBakrAthram.Sunan	pri	pri	z	5951		z	../data/0273AbuBakrAthram/0273AbuBakrAthram.Sunan/0273AbuBakrAthram.Sunan.Shamela0026550-ara1
0571IbnCasakir.ArbacunaFiHathth	pri	pri	z	5947		z	../data/0571IbnCasakir/0571IbnCasakir.ArbacunaFiHathth/0571IbnCasakir.ArbacunaFiHathth.JK000616-ara1
1252IbnCabidinDimashqi.AjwibaMuhaqqaqa	pri	pri	z	5947		z	../data/1252IbnCabidinDimashqi/1252IbnCabidinDimashqi.AjwibaMuhaqqaqa/1252IbnCabidinDimashqi.AjwibaMuhaqqaqa.Shamela0036573-ara1
1262IbnMuhammadKuzbari.IntikhabCawali	pri	pri	z	5943		z	../data/1262IbnMuhammadKuzbari/1262IbnMuhammadKuzbari.IntikhabCawali/1262IbnMuhammadKuzbari.IntikhabCawali.JK001035-ara1
